Code_INEGI,Municipio,Total,Disponen_energía_eléctrica,No_disponen_energía_eléctrica,disponen_energía_eléctrica_No_esp,Disponen_agua_entubada,No_disponen_agua_entubada,disponen_agua_entubada_no_esp,Disponen_drenaje,No_disponen_drenaje,disponen_drenaje_no_esp
01 001,Aguascalientes,266508,265785,438,285,265232,989,287,265392,798,318
01 002,Asientos,12522,12420,95,7,12390,124,8,12067,447,8
01 003,Calvillo,15520,15398,112,10,15364,146,10,15407,103,10
01 004,Cosío,3931,3906,25,,3900,31,,3884,47,
01 010,El Llano,5208,5131,76,1,32845,286,40,32867,259,45
01 005,Jesús María,33171,32977,155,39,11306,122,12,11326,102,12
01 006,Pabellón de Arteaga,11440,11361,67,12,13364,148,38,13309,203,38
01 007,Rincón de Romos,13550,13422,90,38,2333,45,,2315,63,
01 011,San Francisco de los Romo,16370,16261,75,34,5335,64,14,5296,103,14
01 008,San José de Gracia,2378,2345,33,,5113,94,1,5009,198,1
01 009,Tepezalá,5413,5355,44,14,16248,88,34,16276,56,38
02 001,Ensenada,138858,136311,2359,188,132593,6077,188,131315,7347,196
02 002,Mexicali,329356,326832,2252,272,326350,2715,291,317589,11304,463
02 005,Playas de Rosarito,37155,36656,289,210,29710,1157,76,30115,752,76
02 006,San Quintín,32461,30570,1866,25,566740,6823,1915,568228,5293,1957
02 003,Tecate,30943,30379,488,76,35082,1860,213,36087,855,213
02 004,Tijuana,575478,571874,1693,1911,27244,5191,26,18239,14194,28
03 001,Comondú,22110,21738,356,16,21674,420,16,21152,939,19
03 003,La Paz,91038,89585,1141,312,18632,566,41,16988,2208,43
03 009,Loreto,5560,5476,75,9,88540,2184,314,89503,1214,321
03 008,Los Cabos,101411,99731,810,870,91906,8624,881,98836,1644,931
03 002,Mulegé,19239,18755,444,40,5372,179,9,5385,165,10
04 010,Calakmul,8025,7818,202,5,14953,299,25,13413,1839,25
04 001,Calkiní,15277,15116,136,25,84383,637,160,83662,1350,168
04 002,Campeche,85180,84565,455,160,66952,3998,997,69948,979,1020
04 011,Candelaria,13256,12242,989,25,20708,713,14,19674,1746,15
04 003,Carmen,71947,70327,624,996,8087,201,,7412,876,
04 004,Champotón,21435,21011,410,14,10058,154,17,8829,1383,17
04 009,Escárcega,16728,16424,295,9,2084,447,,2407,124,
04 005,Hecelchakán,8288,8215,73,,3021,38,1,2597,462,1
04 006,Hopelchén,10229,10033,179,17,16390,329,9,15536,1183,9
04 007,Palizada,2531,2465,66,,6269,1751,5,6770,1250,5
04 012,Seybaplaya,4265,4223,42,,11729,1502,25,11377,1854,25
04 008,Tenabo,3060,3014,45,1,3991,274,,4031,233,1
05 001,Abasolo,362,362,,,360,2,,355,7,
05 002,Acuña,47191,46904,227,60,46800,331,60,46620,511,60
05 003,Allende,6847,6835,12,,6833,14,,6752,95,
05 004,Arteaga,8628,8563,59,6,8340,281,7,8375,236,17
05 005,Candela,470,468,2,,466,4,,457,13,
05 006,Castaños,8374,8328,46,,8096,278,,7898,476,
05 007,Cuatro Ciénegas,3774,3670,103,1,3559,214,1,3480,293,1
05 008,Escobedo,907,901,6,,864,43,,812,95,
05 009,Francisco I. Madero,15884,15836,47,1,15604,278,2,15143,739,2
05 010,Frontera,23345,23273,56,16,23220,109,16,23121,208,16
05 011,General Cepeda,3396,3356,23,17,3319,60,17,3271,108,17
05 012,Guerrero,520,512,8,,509,11,,487,33,
05 013,Hidalgo,492,485,6,1,479,12,1,467,24,1
05 014,Jiménez,2724,2677,46,1,2679,44,1,2456,267,1
05 015,Juárez,485,481,4,,480,5,,469,16,
05 016,Lamadrid,553,550,3,,552,1,,541,12,
05 017,Matamoros,31181,31076,79,26,30825,330,26,30464,691,26
05 018,Monclova,69801,69562,170,69,69307,424,70,69396,333,72
05 019,Morelos,2332,2326,6,,2322,10,,2248,84,
05 020,Múzquiz,20641,20260,148,233,20279,129,233,19765,643,233
05 021,Nadadores,1973,1965,8,,1963,10,,1860,113,
05 022,Nava,9365,9323,34,8,9314,42,9,9225,131,9
05 023,Ocampo,2663,2532,131,,2491,172,,2471,192,
05 024,Parras,12710,12640,56,14,12270,426,14,12165,531,14
05 025,Piedras Negras,51635,51427,119,89,51346,200,89,51315,229,91
05 026,Progreso,994,976,1,17,965,12,17,891,86,17
05 027,Ramos Arizpe,34368,34235,101,32,34023,313,32,33645,691,32
05 028,Sabinas,20203,20139,47,17,20059,127,17,19932,254,17
05 029,Sacramento,725,724,1,,723,2,,698,27,
05 030,Saltillo,242479,241313,307,859,239552,2061,866,240340,1237,902
05 031,San Buenaventura,7619,7574,37,8,7577,34,8,7482,129,8
05 032,San Juan de Sabinas,13091,13060,31,,13035,56,,12832,259,
05 033,San Pedro,26560,26442,110,8,24889,1663,8,25385,1167,8
05 034,Sierra Mojada,1916,1895,21,,1880,36,,1881,35,
05 035,Torreón,214929,214274,193,462,213995,469,465,213931,500,498
05 036,Viesca,5336,5297,27,12,4787,537,12,4902,422,12
05 037,Villa Unión,1818,1796,21,1,1793,24,1,1744,73,1
05 038,Zaragoza,3984,3884,100,,3958,25,1,3708,275,1
06 001,Armería,8190,8111,70,9,8037,144,9,8087,94,9
06 002,Colima,50256,49823,242,191,49798,267,191,49905,159,192
06 003,Comala,6279,6179,74,26,6197,56,26,6167,86,26
06 004,Coquimatlán,6171,6080,87,4,6069,99,3,6112,56,3
06 005,Cuauhtémoc,9308,9250,38,20,9144,144,20,9172,116,20
06 006,Ixtlahuacán,1703,1673,30,,1664,39,,1671,32,
06 007,Manzanillo,59692,59303,199,190,59190,312,190,59294,206,192
06 008,Minatitlán,2899,2813,50,36,2799,64,36,2770,93,36
06 009,Tecomán,32911,32649,208,54,32453,404,54,32727,130,54
06 010,Villa de Álvarez,49036,48753,123,160,48771,105,160,48803,67,166
07 001,Acacoyagua,4409,4315,94,,4107,302,,4202,205,2
07 002,Acala,5407,5347,60,,5240,167,,5275,132,
07 003,Acapetahua,7579,7490,89,,6348,1231,,7265,313,1
07 113,Aldama,1651,1632,19,,6672,1080,211,5925,1827,211
07 004,Altamirano,7963,7498,254,211,5031,625,,5199,457,
07 005,Amatán,5656,5381,275,,7328,237,4,7282,285,2
07 006,Amatenango de la Frontera,7569,7468,97,4,1956,603,,2044,515,
07 007,Amatenango del Valle,2559,2504,55,,7046,172,3,6978,240,3
07 008,Ángel Albino Corzo,7221,7069,149,3,10729,1605,,12034,298,2
07 009,Arriaga,12334,12183,151,,939,627,,1491,75,
07 010,Bejucal de Ocampo,1566,1554,12,,3779,739,,4261,257,
07 011,Bella Vista,4518,4417,101,,13408,2768,,15587,588,1
07 114,Benemérito de las Américas,5443,5296,138,9,7147,644,611,7196,595,611
07 012,Berriozábal,16176,15982,194,,5009,36,1,4803,241,2
07 013,Bochil,8402,7733,58,611,11849,277,1,11820,306,1
07 015,Cacahoatán,12127,12001,125,1,4617,157,,4486,288,
07 120,Capitán Luis Ángel Vidal,803,784,19,,20137,1594,11,20753,978,11
07 016,Catazajá,4774,4671,103,,2410,34,,2351,93,
07 022,Chalchihuitán,4810,4177,632,1,39112,5206,26,42425,1893,26
07 023,Chamula,22606,22305,301,,11251,960,3,11552,659,3
07 024,Chanal,2186,2119,66,1,5834,211,,5791,252,2
07 025,Chapultenango,1721,1651,70,,2434,2375,1,1308,3501,1
07 026,Chenalhó,9498,9189,306,3,18611,3995,,13849,8757,
07 027,Chiapa de Corzo,29605,29297,207,101,1427,758,1,1091,1094,1
07 028,Chiapilla,1625,1607,18,,1587,134,,1621,100,
07 029,Chicoasén,1472,1464,8,,7676,1819,3,6047,3448,3
07 030,Chicomuselo,8775,8598,177,,27414,2090,101,29037,466,102
07 031,Chilón,26638,24955,1680,3,1601,24,,1600,25,
07 017,Cintalapa,21742,21344,387,11,1374,98,,1441,31,
07 018,Coapilla,2444,2425,19,,7965,810,,8353,422,
07 019,Comitán de Domínguez,44344,44068,250,26,23026,3609,3,21799,4836,3
07 021,Copainalá,6045,5925,120,,7162,708,,7507,363,
07 014,El Bosque,5046,4937,109,,1468,33,,1439,62,
07 122,El Parral,4253,4175,76,2,18519,1589,12,19645,458,17
07 070,El Porvenir,2401,2373,18,10,3342,339,,3523,158,
07 123,Emiliano Zapata,2835,2798,37,,1267,269,,1471,65,
07 032,Escuintla,7870,7678,192,,7938,1603,7,9102,439,7
07 033,Francisco León,1501,1476,25,,3632,957,9,3277,1311,10
07 034,Frontera Comalapa,20120,19860,248,12,5940,331,1,5142,1129,1
07 035,Frontera Hidalgo,3681,3617,64,,13153,1076,6,13768,461,6
07 125,Honduras de la Sierra,2342,2295,47,,10324,753,1,8067,3010,1
07 037,Huehuetán,9548,9403,138,7,2593,12,,2556,49,
07 039,Huitiupán,6272,6191,80,1,2545,102,,2593,54,
07 038,Huixtán,4598,4456,133,9,5993,153,,5853,293,
07 040,Huixtla,14235,14032,197,6,1473,55,2,1474,54,2
07 042,Ixhuatán,2605,2583,22,,10409,832,,10707,534,
07 043,Ixtacomitán,2647,2552,95,,5108,74,254,4972,210,254
07 044,Ixtapa,6146,6094,52,,5306,783,,5934,155,
07 045,Ixtapangajoya,1530,1465,63,2,5634,332,2,4921,1045,2
07 046,Jiquipilas,11241,11095,146,,1369,212,,1521,60,
07 047,Jitotol,5436,5136,46,254,11179,1556,4,12424,309,6
07 048,Juárez,6089,6048,41,,22299,5991,563,17221,11068,564
07 020,La Concordia,12214,11893,318,3,1546,147,,1524,169,
07 036,La Grandeza,1536,1526,10,,6861,940,,7371,430,
07 041,La Independencia,11078,11001,76,1,1418,139,15,1513,44,15
07 050,La Libertad,1581,1554,27,,2028,682,,1814,896,
07 099,La Trinitaria,20835,20561,271,3,15387,1173,2,16190,370,2
07 049,Larráinzar,5968,5900,66,2,1030,9,,1031,8,
07 052,Las Margaritas,28853,27495,795,563,41057,5211,441,36858,9404,447
07 075,Las Rosas,7216,7103,112,1,2776,143,,2586,333,
07 051,Mapastepec,12739,12567,168,4,22150,1716,3,22479,1387,3
07 115,Maravilla Tenejapa,2905,2816,89,,4133,340,,4315,158,
07 116,Marqués de Comillas,2856,2815,41,,1031,7,1,1013,25,1
07 053,Mazapa de Madero,1693,1674,19,,3036,7063,,4149,5950,
07 054,Mazatán,7801,7722,79,,31903,1654,82,31265,2292,82
07 055,Metapa,1572,1538,19,15,4434,477,12,3904,1007,12
07 124,Mezcalapa,5794,5604,184,6,2894,36,,2823,107,
07 056,Mitontic,2710,2689,21,,7868,711,2,8345,234,2
07 117,Montecristo de Guerrero,1811,1773,38,,11542,3342,2,14390,494,2
07 057,Motozintla,16562,16394,166,2,2242,149,10,2099,292,10
07 058,Nicolás Ruíz,1039,1034,5,,6624,1020,1,7350,294,1
07 059,Ocosingo,46709,43217,3049,443,6133,363,4,6111,383,6
07 060,Ocotepec,2919,2889,30,,2079,323,1,2270,132,1
07 061,Ocozocoautla de Espinosa,23869,23328,538,3,12058,435,1,12298,195,1
07 062,Ostuacán,4473,4348,125,,5797,1418,1,7066,149,1
07 063,Osumacinta,1039,1032,6,1,5946,825,,5534,1234,3
07 064,Oxchuc,10099,8920,1179,,13555,1170,1,13163,1561,2
07 065,Palenque,33639,32954,604,81,49463,3030,62,49781,2711,63
07 066,Pantelhó,4923,4753,157,13,9327,1127,1,10224,230,1
07 067,Pantepec,2930,2903,27,,4895,303,,4980,218,
07 068,Pichucalco,8581,8462,117,2,9919,775,2,8727,1967,2
07 069,Pijijiapan,14886,14716,168,2,1948,1271,,1303,1916,
07 072,Pueblo Nuevo Solistahuacán,6500,6422,74,4,4730,326,3,4917,139,3
07 073,Rayón,2403,2371,31,1,2025,23,,1991,57,
07 074,Reforma,12494,12410,83,1,2487,78,,2504,61,
07 121,Rincón Chamula San Pedro,1847,1824,23,,5875,476,1,6266,85,1
07 076,Sabanilla,6771,6639,132,,9002,1943,2,10291,654,2
07 077,Salto de Agua,14726,14200,525,1,498,63,,549,12,
07 118,San Andrés Duraznal,1311,1296,15,,87887,7247,835,93593,1541,835
07 078,San Cristóbal de las Casas,52555,52236,257,62,1075,25,,1059,41,
07 079,San Fernando,10455,10371,83,1,3379,75,,3407,47,
07 112,San Juan Cancuc,6960,6733,224,3,5481,303,1,5528,255,2
07 110,San Lucas,1831,1786,45,,8679,521,,7166,2034,
07 119,Santiago el Pinar,911,904,7,,10208,953,2,10498,663,2
07 080,Siltepec,5198,5101,97,,13924,1429,2639,13494,1853,2645
07 081,Simojovel,10696,10580,114,2,23745,1758,3,24926,577,3
07 082,Sitalá,3219,2978,241,,1698,35,,1679,54,
07 083,Socoltenango,5059,5020,35,4,17423,3409,3,16820,4012,3
07 084,Solosuchiapa,2048,2019,29,,6541,1404,1,6581,1364,1
07 085,Soyaló,2565,2526,39,,156468,8759,619,164813,413,620
07 086,Suchiapa,6352,6257,94,1,7926,2694,2,10320,300,2
07 087,Suchiate,10947,10713,232,2,6977,706,,7336,347,
07 088,Sunuapa,561,546,15,,4300,364,,4443,221,
07 089,Tapachula,95969,94335,799,835,3879,43,2,3838,84,2
07 090,Tapalapa,1100,1086,14,,17007,858,22,17170,695,22
07 091,Tapilula,3454,3424,30,,15469,1274,3,15813,930,3
07 092,Tecpatán,5785,5547,237,1,26558,2569,10,28429,696,12
07 093,Tenejapa,9200,9057,143,,8128,605,4,7962,765,10
07 094,Teopisca,11163,10961,200,2,1799,32,,1768,63,
07 096,Tila,17992,14722,631,2639,6686,2372,5,7969,1089,5
07 097,Tonalá,25506,25285,219,2,5105,1851,4,3767,3191,2
07 098,Totolapa,1733,1707,26,,1540,111,,1482,169,
07 100,Tumbalá,7946,7639,307,,4828,606,9,4970,463,10
07 102,Tuxtla Chico,10622,10482,138,2,2404,501,,1711,1194,
07 101,Tuxtla Gutiérrez,165846,164809,419,618,2275,581,,2443,413,
07 103,Tuzantán,7683,7622,61,,1773,38,,1743,68,
07 104,Tzimol,4664,4619,45,,1297,14,,1238,73,
07 105,Unión Juárez,3924,3876,46,2,896,15,,860,51,
07 106,Venustiano Carranza,17887,17572,293,22,763,40,,749,54,
07 071,Villa Comaltitlán,7645,7538,106,1,1804,43,,1672,175,
07 107,Villa Corzo,16746,16039,704,3,4104,147,2,4122,129,2
07 108,Villaflores,29137,28814,313,10,2617,218,,2726,109,
07 109,Yajalón,8737,8510,224,3,5472,316,6,5522,266,6
07 111,Zinacantán,9063,9003,55,5,2297,45,,2277,65,
08 001,Ahumada,4200,4180,18,2,4176,22,2,4152,45,3
08 002,Aldama,8233,8212,20,1,8213,19,1,8191,40,2
08 003,Allende,2745,2709,35,1,2731,13,1,2707,37,1
08 004,Aquiles Serdán,7098,7063,7,28,7038,23,37,7034,11,53
08 005,Ascensión,7896,7807,71,18,7820,58,18,7630,248,18
08 006,Bachíniva,2001,1977,24,,1987,14,,1830,167,4
08 007,Balleza,4299,3286,1013,,2902,1397,,2328,1971,
08 008,Batopilas de Manuel Gómez Morín,2785,1388,1395,2,2129,654,2,638,2143,4
08 009,Bocoyna,7533,6628,902,3,6352,1178,3,4905,2625,3
08 010,Buenaventura,7824,7798,24,2,7805,17,2,7577,245,2
08 011,Camargo,15664,15594,60,10,15593,61,10,15531,123,10
08 012,Carichí,2218,1833,385,,1608,610,,1192,1026,
08 013,Casas Grandes,3696,3603,91,2,3658,36,2,3537,157,2
08 019,Chihuahua,300573,299531,397,645,665,4,4,654,15,4
08 020,Chínipas,1782,1425,353,4,430,4,11,432,2,11
08 014,Coronado,673,659,10,4,1161,4,,1149,16,
08 015,Coyame del Sotol,445,424,10,11,56491,242,121,56180,550,124
08 017,Cuauhtémoc,56854,56628,105,121,1675,23,,1551,147,
08 018,Cusihuiriachi,1698,1676,22,,297444,2460,669,298791,1052,730
08 021,Delicias,47620,47514,89,17,1614,164,4,1138,640,4
08 022,Dr. Belisario Domínguez,955,941,14,,47466,137,17,47490,112,18
08 064,El Tule,472,467,5,,953,2,,918,37,
08 023,Galeana,1819,1800,18,1,1816,2,1,1777,41,1
08 025,Gómez Farías,2548,2540,7,1,1283,4,,1271,16,
08 026,Gran Morelos,908,903,5,,2541,6,1,2356,191,1
08 027,Guachochi,13469,10097,3369,3,903,5,,878,30,
08 028,Guadalupe,1363,1355,8,,9692,3774,3,7598,5867,4
08 029,Guadalupe y Calvo,12197,8784,3413,,1344,19,,1311,52,
08 030,Guazapares,2219,1888,331,,11163,1034,,6009,6188,
08 031,Guerrero,11803,11420,380,3,1960,259,,1334,885,
08 032,Hidalgo del Parral,34375,34235,96,44,11361,439,3,10096,1704,3
08 033,Huejotitán,281,279,2,,34180,151,44,34159,171,45
08 034,Ignacio Zaragoza,1950,1936,14,,278,3,,271,10,
08 035,Janos,3209,3155,51,3,1935,15,,1799,151,
08 036,Jiménez,11810,11760,42,8,3201,5,3,3040,166,3
08 037,Juárez,449167,447215,525,1427,11695,107,8,11597,205,8
08 038,Julimes,1686,1668,16,2,445394,2313,1460,446184,1337,1646
08 016,La Cruz,1165,1156,9,,1672,12,2,1658,26,2
08 039,López,1268,1251,17,,1258,10,,1246,22,
08 040,Madera,8118,7889,181,48,7986,84,48,6910,1157,51
08 041,Maguarichi,450,298,152,,363,87,,241,209,
08 042,Manuel Benavides,467,456,11,,451,16,,460,7,
08 043,Matachí,989,981,8,,976,13,,908,81,
08 044,Matamoros,1372,1353,19,,1349,23,,1337,35,
08 045,Meoqui,13780,13708,51,21,13695,64,21,13666,93,21
08 046,Morelos,1854,1424,430,,1630,224,,845,1008,1
08 047,Moris,1338,1254,77,7,1303,28,7,1071,260,7
08 048,Namiquipa,7726,7693,30,3,7691,32,3,7471,252,3
08 049,Nonoava,838,778,60,,797,41,,685,153,
08 050,Nuevo Casas Grandes,20918,20847,66,5,20802,111,5,20807,106,5
08 051,Ocampo,2371,2195,176,,2213,158,,1701,670,
08 052,Ojinaga,8202,8170,27,5,8168,28,6,8180,16,6
08 053,Praxedis G. Guerrero,1677,1671,4,2,1667,8,2,1527,148,2
08 054,Riva Palacio,2173,2165,8,,2165,8,,2147,26,
08 055,Rosales,5313,5276,31,6,5272,35,6,5228,79,6
08 056,Rosario,680,670,10,,677,3,,640,40,
08 057,San Francisco de Borja,795,764,31,,779,16,,743,52,
08 058,San Francisco de Conchos,921,919,2,,913,8,,907,14,
08 059,San Francisco del Oro,1557,1533,24,,1533,24,,1515,42,
08 060,Santa Bárbara,3445,3402,28,15,3376,54,15,3336,94,15
08 024,Santa Isabel,1287,1279,8,,1213,4,,1194,23,
08 061,Satevó,1217,1190,27,,9009,28,,8959,75,3
08 062,Saucillo,9037,9006,31,,1806,53,,1492,367,
08 063,Temósachic,1859,1735,124,,467,5,,441,31,
08 065,Urique,4761,3158,1603,,4044,717,,2315,2446,
08 066,Uruachi,1879,1391,488,,1633,246,,743,1136,
08 067,Valle de Zaragoza,1660,1630,30,,1641,19,,1615,45,
09 010,Álvaro Obregón,219076,218704,74,298,133597,239,126,133748,87,127
09 002,Azcapotzalco,133962,133798,38,126,191053,133,58,190986,182,76
09 014,Benito Juárez,175845,175762,29,54,60038,285,76,60144,137,118
09 003,Coyoacán,191244,191126,61,57,338900,755,110,339341,298,126
09 004,Cuajimalpa de Morelos,60399,60308,31,60,117352,93,99,117387,42,115
09 015,Cuauhtémoc,195845,195726,82,37,502275,1278,67,503213,327,80
09 005,Gustavo A. Madero,339765,339504,160,101,67184,802,17,67748,231,24
09 006,Iztacalco,117544,117396,52,96,34923,4107,5,38425,605,5
09 007,Iztapalapa,503620,503261,300,59,218344,417,315,218480,220,376
09 008,La Magdalena Contreras,68003,67911,76,16,104372,2291,51,106400,262,52
09 016,Miguel Hidalgo,146555,144483,45,2027,193535,8373,192,201251,649,200
09 009,Milpa Alta,39035,38879,151,5,107134,9821,57,116144,809,59
09 011,Tláhuac,106714,106424,243,47,175745,43,57,175751,33,61
09 012,Tlalpan,202100,201635,274,191,195626,183,36,195673,131,41
09 017,Venustiano Carranza,135450,135248,53,149,144419,109,2027,144398,129,2028
09 013,Xochimilco,117012,116707,248,57,135223,75,152,135217,65,168
10 001,Canatlán,8726,8495,224,7,8611,108,7,8181,538,7
10 002,Canelas,1158,1086,72,,1139,19,,1016,142,
10 003,Coneto de Comonfort,1057,1035,17,5,1042,10,5,921,131,5
10 004,Cuencamé,9309,9231,60,18,8988,303,18,8900,391,18
10 005,Durango,186650,185488,594,568,184775,1300,575,183670,2388,592
10 018,El Oro,3251,3219,31,1,2473,152,2,2358,267,2
10 006,General Simón Bolívar,2627,2607,18,2,102195,265,184,101423,1008,213
10 007,Gómez Palacio,102644,102306,156,182,9988,64,11,9772,280,11
10 008,Guadalupe Victoria,10063,10003,49,11,2769,104,,2363,510,
10 009,Guanaceví,2873,2683,190,,1163,15,,1133,45,
10 010,Hidalgo,1178,1168,10,,1416,23,1,1332,107,1
10 011,Indé,1440,1422,17,1,44319,281,61,43357,1234,70
10 012,Lerdo,44661,44461,139,61,6644,275,10,6412,507,10
10 013,Mapimí,6929,6869,50,10,4635,4564,96,2556,6633,106
10 014,Mezquital,9295,5324,3848,123,3469,44,1,3336,177,1
10 015,Nazas,3514,3483,30,1,5242,50,,5033,259,
10 016,Nombre de Dios,5292,5243,49,,2540,81,,2486,135,
10 039,Nuevo Ideal,7419,7370,40,9,3207,43,1,3163,87,1
10 017,Ocampo,2621,2556,65,,1116,34,,919,231,
10 019,Otáez,1150,1095,55,,3578,30,11,3454,154,11
10 020,Pánuco de Coronado,3619,3585,23,11,2957,61,3,2882,136,3
10 021,Peñón Blanco,3021,2989,29,3,6797,48,6,6528,317,6
10 022,Poanas,6851,6819,26,6,11645,374,5,9157,2862,5
10 023,Pueblo Nuevo,12024,11006,1013,5,3437,25,,3296,166,
10 024,Rodeo,3462,3439,23,,953,22,,925,50,
10 025,San Bernardo,975,948,27,,4476,32,2,3589,919,2
10 026,San Dimas,4510,4218,290,2,1125,341,3,1225,241,3
10 027,San Juan de Guadalupe,1469,1446,20,3,3099,18,3,2992,125,3
10 028,San Juan del Río,3120,3104,13,3,586,3,,574,15,
10 029,San Luis del Cordero,589,583,6,,482,7,,472,17,
10 030,San Pedro del Gallo,489,481,8,,1876,6,,1802,80,
10 031,Santa Clara,1882,1873,9,,13328,209,6,12820,717,6
10 032,Santiago Papasquiaro,13543,12992,545,6,1776,82,1,1598,260,1
10 033,Súchil,1859,1800,58,1,5761,318,2,4315,1762,4
10 034,Tamazula,6081,5332,747,2,3313,139,2,2901,551,2
10 035,Tepehuanes,3454,3322,130,2,5512,155,8,4999,668,8
10 036,Tlahualilo,5675,5630,37,8,2286,17,,2021,282,
10 037,Topia,2303,2130,173,,6331,25,3,6221,135,3
10 038,Vicente Guerrero,6359,6326,30,3,7381,29,9,7041,369,9
11 001,Abasolo,22241,22134,104,3,21831,407,3,20762,1476,3
11 002,Acámbaro,30100,29962,125,13,29756,331,13,29503,584,13
11 004,Apaseo el Alto,16136,16047,86,3,42800,1672,12,40808,3664,12
11 005,Apaseo el Grande,31245,29663,145,1437,15951,182,3,15546,587,3
11 006,Atarjea,1551,1501,50,,29470,338,1437,29160,643,1442
11 007,Celaya,143297,142593,464,240,906,645,,1226,302,23
11 009,Comonfort,19482,19212,270,,141408,1648,241,141891,1029,377
11 010,Coroneo,3124,3099,25,,10961,207,,10432,736,
11 011,Cortazar,25363,25207,145,11,17521,1961,,17033,2449,
11 012,Cuerámaro,8155,8099,55,1,3092,32,,2921,203,
11 013,Doctor Mora,6755,6693,62,,25068,284,11,24653,680,30
11 014,Dolores Hidalgo Cuna de la Independencia Nacional,38928,38295,584,49,8089,65,1,7866,288,1
11 015,Guanajuato,51639,51321,273,45,6707,48,,6412,343,
11 016,Huanímaro,5372,5347,23,2,37688,1192,48,35514,3355,59
11 017,Irapuato,151777,151480,279,18,49641,1945,53,50011,1553,75
11 018,Jaral del Progreso,9977,9944,33,,5338,32,2,5166,204,2
11 019,Jerécuaro,13754,13585,169,,149628,2131,18,149478,2273,26
11 020,León,440180,437847,971,1362,9917,60,,9857,120,
11 008,Manuel Doblado,11168,11054,114,,13345,409,,12396,1356,2
11 021,Moroleón,14259,14235,23,1,423047,15707,1426,435016,2885,2279
11 022,Ocampo,6129,6026,103,,14192,66,1,14168,90,1
11 023,Pénjamo,39571,39274,285,12,5870,259,,5713,416,
11 024,Pueblo Nuevo,3275,3264,7,4,38531,1028,12,36242,3316,13
11 025,Purísima del Rincón,19843,19686,86,71,3259,12,4,3192,79,4
11 026,Romita,16175,16087,87,1,19481,291,71,19550,209,84
11 027,Salamanca,74919,74737,158,24,15893,281,1,15298,876,1
11 028,Salvatierra,25753,25607,129,17,73889,1006,24,73640,1255,24
11 029,San Diego de la Unión,10138,10035,98,5,25433,303,17,24915,820,18
11 030,San Felipe,27976,27526,423,27,9842,291,5,8603,1527,8
11 031,San Francisco del Rincón,32156,32015,102,39,25856,2094,26,24531,3412,33
11 032,San José Iturbide,22705,22612,85,8,31711,405,40,31327,779,50
11 033,San Luis de la Paz,30361,29935,395,31,22554,143,8,21983,713,9
11 003,San Miguel de Allende,44484,44020,452,12,28642,1688,31,27669,2656,36
11 034,Santa Catarina,1541,1491,50,,1480,61,,1426,115,
11 035,Santa Cruz de Juventino Rosas,19346,19210,134,2,18877,467,2,18463,881,2
11 036,Santiago Maravatío,1999,1995,4,,1990,9,,1969,30,
11 037,Silao de la Victoria,46562,46311,223,28,44142,2394,26,45501,1024,37
11 038,Tarandacuao,3189,3168,18,3,3152,34,3,3126,60,3
11 039,Tarimoro,10188,10133,54,1,10080,107,1,9819,366,3
11 040,Tierra Blanca,4895,4797,98,,4636,259,,3307,1588,
11 041,Uriangato,17339,17289,50,,17164,175,,17211,128,
11 042,Valle de Santiago,37776,37627,132,17,37153,606,17,36343,1408,25
11 043,Victoria,5459,5329,129,1,4824,634,1,4556,902,1
11 044,Villagrán,16381,16324,49,8,16125,247,9,16178,190,13
11 045,Xichú,3005,2910,95,,2486,519,,2666,339,
11 046,Yuriria,19166,19077,86,3,18881,282,3,18149,1014,3
12 001,Acapulco de Juárez,223481,219951,869,2661,205341,15475,2665,211608,9151,2722
12 076,Acatepec,8926,7758,1168,,4820,955,,4423,1352,
12 002,Ahuacuotzingo,5775,5571,204,,7955,1267,7,7459,1763,7
12 003,Ajuchitlán del Progreso,9229,8979,243,7,3890,144,,2799,1235,
12 004,Alcozauca de Guerrero,4034,3982,52,,1842,76,,1842,76,
12 005,Alpoyeca,1918,1906,12,,2520,387,1,2607,300,1
12 006,Apaxtla,2908,2853,54,1,8051,849,1,8269,631,1
12 007,Arcelia,8901,8805,95,1,1903,550,,2178,275,
12 008,Atenango del Río,2453,2410,43,,1138,132,,479,791,
12 009,Atlamajalcingo del Monte,1270,1210,60,,5853,1015,4,4404,2464,4
12 010,Atlixtac,6872,6603,265,4,17280,451,10,16534,1197,10
12 011,Atoyac de Álvarez,17741,17467,264,10,14638,1140,2,10611,5167,2
12 012,Ayutla de los Libres,15780,15039,739,2,3325,964,,3769,520,
12 013,Azoyú,4289,4201,88,,4867,171,,4826,212,
12 014,Benito Juárez,5038,4961,77,,3869,149,1,3931,87,1
12 015,Buenavista de Cuéllar,4019,3998,20,1,2721,760,,2040,1441,
12 028,Chilapa de Álvarez,29591,29124,462,5,3994,304,1,4015,283,1
12 029,Chilpancingo de los Bravo,72343,71916,358,69,3934,215,1,3599,550,1
12 016,Coahuayutla de José María Izazaga,3481,3370,111,,1121,2358,,2090,1389,
12 078,Cochoapa el Grande,4145,3674,471,,3894,677,,2621,1950,
12 017,Cocula,4299,4270,28,1,19572,1749,14,19110,2211,14
12 018,Copala,4150,4079,70,1,8876,1497,344,9061,1298,358
12 019,Copalillo,3479,3379,100,,6815,588,13,6557,846,13
12 020,Copanatoyac,4571,4450,121,,1705,250,15,1675,280,15
