Municipality ID,Municipality,Economic Sector 1 digit ID,Economic Sector 1 digit,Insured People
15006,Almoloya del Río,6,Comercio,83
15006,Almoloya del Río,7,Transportes y comunicaciones,33
15006,Almoloya del Río,8,"Servicios para empresas, personas y el hogar",1350
15006,Almoloya del Río,9,Servicios sociales y comunales,21
15007,Amanalco,4,Industria de la construcción,267
15007,Amanalco,6,Comercio,155
15007,Amanalco,8,"Servicios para empresas, personas y el hogar",706
15008,Amatepec,0,"Agricultura, ganadería, silvicultura, pesca y caza",12
15008,Amatepec,4,Industria de la construcción,8
15008,Amatepec,6,Comercio,164
15008,Amatepec,7,Transportes y comunicaciones,24
15009,Amecameca,0,"Agricultura, ganadería, silvicultura, pesca y caza",1483
15009,Amecameca,3,Industrias de transformación,534
15009,Amecameca,4,Industria de la construcción,1000
15009,Amecameca,6,Comercio,7064
15009,Amecameca,7,Transportes y comunicaciones,122
15009,Amecameca,8,"Servicios para empresas, personas y el hogar",7275
15009,Amecameca,9,Servicios sociales y comunales,2478
15010,Apaxco,0,"Agricultura, ganadería, silvicultura, pesca y caza",27
15010,Apaxco,1,Industrias extractivas,4510
15010,Apaxco,3,Industrias de transformación,17861
15010,Apaxco,4,Industria de la construcción,5402
15010,Apaxco,6,Comercio,4671
15010,Apaxco,7,Transportes y comunicaciones,3114
15010,Apaxco,8,"Servicios para empresas, personas y el hogar",2845
15010,Apaxco,9,Servicios sociales y comunales,754
15011,Atenco,0,"Agricultura, ganadería, silvicultura, pesca y caza",168
15011,Atenco,3,Industrias de transformación,3369
15011,Atenco,4,Industria de la construcción,2091
15011,Atenco,6,Comercio,2349
15011,Atenco,7,Transportes y comunicaciones,4532
15011,Atenco,8,"Servicios para empresas, personas y el hogar",1281
15011,Atenco,9,Servicios sociales y comunales,12
15012,Atizapán,0,"Agricultura, ganadería, silvicultura, pesca y caza",12
15012,Atizapán,3,Industrias de transformación,1592
15012,Atizapán,4,Industria de la construcción,259
15012,Atizapán,6,Comercio,8297
15012,Atizapán,8,"Servicios para empresas, personas y el hogar",237
15012,Atizapán,9,Servicios sociales y comunales,82
15013,Atizapán de Zaragoza,0,"Agricultura, ganadería, silvicultura, pesca y caza",299
15013,Atizapán de Zaragoza,1,Industrias extractivas,205
15013,Atizapán de Zaragoza,3,Industrias de transformación,113826
15013,Atizapán de Zaragoza,4,Industria de la construcción,81916
15013,Atizapán de Zaragoza,5,"Industria eléctrica, y captación y suministro de agua potable",649
15013,Atizapán de Zaragoza,6,Comercio,154059
15013,Atizapán de Zaragoza,7,Transportes y comunicaciones,31066
15013,Atizapán de Zaragoza,8,"Servicios para empresas, personas y el hogar",110631
15013,Atizapán de Zaragoza,9,Servicios sociales y comunales,60706
15014,Atlacomulco,0,"Agricultura, ganadería, silvicultura, pesca y caza",348
15014,Atlacomulco,3,Industrias de transformación,83296
15014,Atlacomulco,4,Industria de la construcción,7821
15014,Atlacomulco,6,Comercio,39276
15014,Atlacomulco,7,Transportes y comunicaciones,6918
15014,Atlacomulco,8,"Servicios para empresas, personas y el hogar",9934
15014,Atlacomulco,9,Servicios sociales y comunales,5287
15015,Atlautla,0,"Agricultura, ganadería, silvicultura, pesca y caza",61
15015,Atlautla,3,Industrias de transformación,46
15015,Atlautla,4,Industria de la construcción,158
15015,Atlautla,6,Comercio,1193
15015,Atlautla,7,Transportes y comunicaciones,92
15015,Atlautla,8,"Servicios para empresas, personas y el hogar",137
15015,Atlautla,9,Servicios sociales y comunales,180
15016,Axapusco,0,"Agricultura, ganadería, silvicultura, pesca y caza",137
15016,Axapusco,1,Industrias extractivas,111
15016,Axapusco,3,Industrias de transformación,3616
15016,Axapusco,4,Industria de la construcción,11182
15016,Axapusco,6,Comercio,1405
15016,Axapusco,7,Transportes y comunicaciones,256
15016,Axapusco,8,"Servicios para empresas, personas y el hogar",23
15017,Ayapango,0,"Agricultura, ganadería, silvicultura, pesca y caza",20
15017,Ayapango,3,Industrias de transformación,10
15017,Ayapango,4,Industria de la construcción,111
15017,Ayapango,6,Comercio,105
15017,Ayapango,7,Transportes y comunicaciones,24
15017,Ayapango,8,"Servicios para empresas, personas y el hogar",24
15018,Calimaya,0,"Agricultura, ganadería, silvicultura, pesca y caza",1054
15018,Calimaya,1,Industrias extractivas,479
15018,Calimaya,3,Industrias de transformación,427
15018,Calimaya,4,Industria de la construcción,3398
15018,Calimaya,6,Comercio,2795
15018,Calimaya,7,Transportes y comunicaciones,584
15018,Calimaya,8,"Servicios para empresas, personas y el hogar",929
15018,Calimaya,9,Servicios sociales y comunales,1195
15019,Capulhuac,0,"Agricultura, ganadería, silvicultura, pesca y caza",55
15019,Capulhuac,3,Industrias de transformación,4517
15019,Capulhuac,4,Industria de la construcción,1580
15019,Capulhuac,6,Comercio,1613
15019,Capulhuac,7,Transportes y comunicaciones,121
15019,Capulhuac,8,"Servicios para empresas, personas y el hogar",417
15019,Capulhuac,9,Servicios sociales y comunales,588
15020,Coacalco de Berriozábal,0,"Agricultura, ganadería, silvicultura, pesca y caza",1481
15020,Coacalco de Berriozábal,1,Industrias extractivas,2007
15020,Coacalco de Berriozábal,3,Industrias de transformación,13514
15020,Coacalco de Berriozábal,4,Industria de la construcción,25332
15020,Coacalco de Berriozábal,5,"Industria eléctrica, y captación y suministro de agua potable",99
15020,Coacalco de Berriozábal,6,Comercio,79436
15020,Coacalco de Berriozábal,7,Transportes y comunicaciones,17197
15020,Coacalco de Berriozábal,8,"Servicios para empresas, personas y el hogar",50832
15020,Coacalco de Berriozábal,9,Servicios sociales y comunales,34233
15021,Coatepec Harinas,0,"Agricultura, ganadería, silvicultura, pesca y caza",11557
15021,Coatepec Harinas,4,Industria de la construcción,627
15021,Coatepec Harinas,5,"Industria eléctrica, y captación y suministro de agua potable",6
15021,Coatepec Harinas,6,Comercio,3084
15021,Coatepec Harinas,8,"Servicios para empresas, personas y el hogar",50
15021,Coatepec Harinas,9,Servicios sociales y comunales,24
15022,Cocotitlán,3,Industrias de transformación,557
15022,Cocotitlán,4,Industria de la construcción,281
15022,Cocotitlán,6,Comercio,865
15022,Cocotitlán,7,Transportes y comunicaciones,111
15022,Cocotitlán,8,"Servicios para empresas, personas y el hogar",2516
15022,Cocotitlán,9,Servicios sociales y comunales,221
15024,Cuautitlán,0,"Agricultura, ganadería, silvicultura, pesca y caza",305
15024,Cuautitlán,3,Industrias de transformación,68143
15024,Cuautitlán,4,Industria de la construcción,14472
15024,Cuautitlán,5,"Industria eléctrica, y captación y suministro de agua potable",111
15024,Cuautitlán,6,Comercio,58311
15024,Cuautitlán,7,Transportes y comunicaciones,30590
15024,Cuautitlán,8,"Servicios para empresas, personas y el hogar",38801
15024,Cuautitlán,9,Servicios sociales y comunales,12322
15025,Chalco,0,"Agricultura, ganadería, silvicultura, pesca y caza",1355
15025,Chalco,3,Industrias de transformación,62274
15025,Chalco,4,Industria de la construcción,15698
15025,Chalco,5,"Industria eléctrica, y captación y suministro de agua potable",47
15025,Chalco,6,Comercio,231801
15025,Chalco,7,Transportes y comunicaciones,2839
15025,Chalco,8,"Servicios para empresas, personas y el hogar",22062
15025,Chalco,9,Servicios sociales y comunales,11938
15026,Chapa de Mota,3,Industrias de transformación,155
15026,Chapa de Mota,4,Industria de la construcción,241
15026,Chapa de Mota,6,Comercio,556
15026,Chapa de Mota,7,Transportes y comunicaciones,141
15026,Chapa de Mota,8,"Servicios para empresas, personas y el hogar",2465
15027,Chapultepec,0,"Agricultura, ganadería, silvicultura, pesca y caza",152
15027,Chapultepec,3,Industrias de transformación,394
15027,Chapultepec,4,Industria de la construcción,468
15027,Chapultepec,6,Comercio,430
15027,Chapultepec,7,Transportes y comunicaciones,35
15027,Chapultepec,8,"Servicios para empresas, personas y el hogar",474
15029,Chicoloapan,0,"Agricultura, ganadería, silvicultura, pesca y caza",1530
15029,Chicoloapan,1,Industrias extractivas,227
15029,Chicoloapan,3,Industrias de transformación,9298
15029,Chicoloapan,4,Industria de la construcción,6121
15029,Chicoloapan,5,"Industria eléctrica, y captación y suministro de agua potable",140
15029,Chicoloapan,6,Comercio,25054
15029,Chicoloapan,7,Transportes y comunicaciones,1349
15029,Chicoloapan,8,"Servicios para empresas, personas y el hogar",11662
15029,Chicoloapan,9,Servicios sociales y comunales,2254
15030,Chiconcuac,0,"Agricultura, ganadería, silvicultura, pesca y caza",12
15030,Chiconcuac,3,Industrias de transformación,334
15030,Chiconcuac,4,Industria de la construcción,592
15030,Chiconcuac,5,"Industria eléctrica, y captación y suministro de agua potable",6
15030,Chiconcuac,6,Comercio,3452
15030,Chiconcuac,7,Transportes y comunicaciones,73
15030,Chiconcuac,8,"Servicios para empresas, personas y el hogar",350
15030,Chiconcuac,9,Servicios sociales y comunales,112
15031,Chimalhuacán,0,"Agricultura, ganadería, silvicultura, pesca y caza",63
15031,Chimalhuacán,1,Industrias extractivas,12
15031,Chimalhuacán,3,Industrias de transformación,4857
15031,Chimalhuacán,4,Industria de la construcción,13913
15031,Chimalhuacán,5,"Industria eléctrica, y captación y suministro de agua potable",3
15031,Chimalhuacán,6,Comercio,24521
15031,Chimalhuacán,7,Transportes y comunicaciones,4680
15031,Chimalhuacán,8,"Servicios para empresas, personas y el hogar",8391
15031,Chimalhuacán,9,Servicios sociales y comunales,5346
15032,Donato Guerra,0,"Agricultura, ganadería, silvicultura, pesca y caza",186
15032,Donato Guerra,4,Industria de la construcción,191
15032,Donato Guerra,6,Comercio,117
15033,Ecatepec de Morelos,0,"Agricultura, ganadería, silvicultura, pesca y caza",354
15033,Ecatepec de Morelos,1,Industrias extractivas,198
15033,Ecatepec de Morelos,3,Industrias de transformación,316604
15033,Ecatepec de Morelos,4,Industria de la construcción,112079
15033,Ecatepec de Morelos,5,"Industria eléctrica, y captación y suministro de agua potable",8025
15033,Ecatepec de Morelos,6,Comercio,422873
15033,Ecatepec de Morelos,7,Transportes y comunicaciones,90249
15033,Ecatepec de Morelos,8,"Servicios para empresas, personas y el hogar",160751
15033,Ecatepec de Morelos,9,Servicios sociales y comunales,76604
15034,Ecatzingo,3,Industrias de transformación,12
15034,Ecatzingo,4,Industria de la construcción,56
15035,Huehuetoca,3,Industrias de transformación,71939
15035,Huehuetoca,4,Industria de la construcción,7180
15035,Huehuetoca,6,Comercio,18043
15035,Huehuetoca,7,Transportes y comunicaciones,3547
15035,Huehuetoca,8,"Servicios para empresas, personas y el hogar",2425
15035,Huehuetoca,9,Servicios sociales y comunales,1024
15036,Hueypoxtla,1,Industrias extractivas,24
15036,Hueypoxtla,3,Industrias de transformación,116
15036,Hueypoxtla,4,Industria de la construcción,1456
15036,Hueypoxtla,6,Comercio,1178
15036,Hueypoxtla,7,Transportes y comunicaciones,2074
15036,Hueypoxtla,8,"Servicios para empresas, personas y el hogar",205
15036,Hueypoxtla,9,Servicios sociales y comunales,6
15037,Huixquilucan,0,"Agricultura, ganadería, silvicultura, pesca y caza",2092
15037,Huixquilucan,1,Industrias extractivas,739
15037,Huixquilucan,3,Industrias de transformación,12151
15037,Huixquilucan,4,Industria de la construcción,48043
15037,Huixquilucan,5,"Industria eléctrica, y captación y suministro de agua potable",21
15037,Huixquilucan,6,Comercio,117057
15037,Huixquilucan,7,Transportes y comunicaciones,7669
15037,Huixquilucan,8,"Servicios para empresas, personas y el hogar",112371
15037,Huixquilucan,9,Servicios sociales y comunales,48923
15038,Isidro Fabela,1,Industrias extractivas,94
15038,Isidro Fabela,4,Industria de la construcción,38
15038,Isidro Fabela,6,Comercio,204
15038,Isidro Fabela,7,Transportes y comunicaciones,19
15038,Isidro Fabela,8,"Servicios para empresas, personas y el hogar",1407
15038,Isidro Fabela,9,Servicios sociales y comunales,414
15039,Ixtapaluca,0,"Agricultura, ganadería, silvicultura, pesca y caza",419
15039,Ixtapaluca,1,Industrias extractivas,2277
15039,Ixtapaluca,3,Industrias de transformación,14716
15039,Ixtapaluca,4,Industria de la construcción,16417
15039,Ixtapaluca,5,"Industria eléctrica, y captación y suministro de agua potable",83
15039,Ixtapaluca,6,Comercio,88424
15039,Ixtapaluca,7,Transportes y comunicaciones,6775
15039,Ixtapaluca,8,"Servicios para empresas, personas y el hogar",24335
15039,Ixtapaluca,9,Servicios sociales y comunales,10224
15040,Ixtapan de la Sal,0,"Agricultura, ganadería, silvicultura, pesca y caza",724
15040,Ixtapan de la Sal,3,Industrias de transformación,237
15040,Ixtapan de la Sal,4,Industria de la construcción,1914
15040,Ixtapan de la Sal,5,"Industria eléctrica, y captación y suministro de agua potable",153
15040,Ixtapan de la Sal,6,Comercio,5466
15040,Ixtapan de la Sal,7,Transportes y comunicaciones,430
15040,Ixtapan de la Sal,8,"Servicios para empresas, personas y el hogar",11085
15040,Ixtapan de la Sal,9,Servicios sociales y comunales,1436
15042,Ixtlahuaca,0,"Agricultura, ganadería, silvicultura, pesca y caza",1206
15042,Ixtlahuaca,3,Industrias de transformación,30394
15042,Ixtlahuaca,4,Industria de la construcción,6056
15042,Ixtlahuaca,6,Comercio,11494
15042,Ixtlahuaca,7,Transportes y comunicaciones,8286
15042,Ixtlahuaca,8,"Servicios para empresas, personas y el hogar",3266
15042,Ixtlahuaca,9,Servicios sociales y comunales,12491
15043,Xalatlaco,0,"Agricultura, ganadería, silvicultura, pesca y caza",24
15043,Xalatlaco,3,Industrias de transformación,178
15043,Xalatlaco,4,Industria de la construcción,102
15043,Xalatlaco,6,Comercio,699
15043,Xalatlaco,7,Transportes y comunicaciones,796
15043,Xalatlaco,8,"Servicios para empresas, personas y el hogar",342
15044,Jaltenco,3,Industrias de transformación,712
15044,Jaltenco,4,Industria de la construcción,6030
15044,Jaltenco,6,Comercio,988
15044,Jaltenco,7,Transportes y comunicaciones,698
15044,Jaltenco,8,"Servicios para empresas, personas y el hogar",536
15044,Jaltenco,9,Servicios sociales y comunales,24
15046,Jilotzingo,0,"Agricultura, ganadería, silvicultura, pesca y caza",198
15046,Jilotzingo,3,Industrias de transformación,2148
15046,Jilotzingo,4,Industria de la construcción,1109
15046,Jilotzingo,6,Comercio,1823
15046,Jilotzingo,8,"Servicios para empresas, personas y el hogar",525
15046,Jilotzingo,9,Servicios sociales y comunales,607
15047,Jiquipilco,4,Industria de la construcción,577
15047,Jiquipilco,6,Comercio,1922
15047,Jiquipilco,7,Transportes y comunicaciones,24
15047,Jiquipilco,8,"Servicios para empresas, personas y el hogar",141
15047,Jiquipilco,9,Servicios sociales y comunales,12
15048,Jocotitlán,0,"Agricultura, ganadería, silvicultura, pesca y caza",38
15048,Jocotitlán,1,Industrias extractivas,135
15048,Jocotitlán,3,Industrias de transformación,75074
15048,Jocotitlán,4,Industria de la construcción,707
15048,Jocotitlán,6,Comercio,1353
15048,Jocotitlán,7,Transportes y comunicaciones,952
15048,Jocotitlán,8,"Servicios para empresas, personas y el hogar",814
15048,Jocotitlán,9,Servicios sociales y comunales,1395
15049,Joquicingo,3,Industrias de transformación,84
15049,Joquicingo,6,Comercio,213
15050,Juchitepec,0,"Agricultura, ganadería, silvicultura, pesca y caza",22
15050,Juchitepec,4,Industria de la construcción,75
15050,Juchitepec,6,Comercio,1241
15050,Juchitepec,7,Transportes y comunicaciones,222
15050,Juchitepec,8,"Servicios para empresas, personas y el hogar",139
15051,Lerma,0,"Agricultura, ganadería, silvicultura, pesca y caza",358
15051,Lerma,1,Industrias extractivas,915
15051,Lerma,3,Industrias de transformación,312627
15051,Lerma,4,Industria de la construcción,19323
15051,Lerma,5,"Industria eléctrica, y captación y suministro de agua potable",232
15051,Lerma,6,Comercio,81406
15051,Lerma,7,Transportes y comunicaciones,25689
15051,Lerma,8,"Servicios para empresas, personas y el hogar",29837
15051,Lerma,9,Servicios sociales y comunales,6205
