Code_INEGI,Municipality,Area_ID,Area,Students
25011,Guasave,9,Health Sciences,1679
25011,Guasave,10,Services,106
25012,Mazatlán,1,Education,2791
25012,Mazatlán,2,Arts and Humanities,750
25012,Mazatlán,3,social sciences and law,5427
25012,Mazatlán,4,Business Administration,6197
25012,Mazatlán,5,"natural sciences, mathematics and statistics",731
25012,Mazatlán,6,Technology of the information and communication,1091
25012,Mazatlán,7,"Engineering, manufacturing and construction",4869
25012,Mazatlán,8,Agriculture and Veterinary,772
25012,Mazatlán,9,Health Sciences,4344
25012,Mazatlán,10,Services,1817
25013,Mocorito,3,social sciences and law,555
25013,Mocorito,4,Business Administration,165
25015,Salvador Alvarado,2,Arts and Humanities,122
25015,Salvador Alvarado,3,social sciences and law,416
25015,Salvador Alvarado,4,Business Administration,1154
25015,Salvador Alvarado,6,Technology of the information and communication,239
25015,Salvador Alvarado,7,"Engineering, manufacturing and construction",46
25015,Salvador Alvarado,9,Health Sciences,503
25015,Salvador Alvarado,10,Services,173
25017,Sinaloa,4,Business Administration,330
25017,Sinaloa,7,"Engineering, manufacturing and construction",325
25018,Navolato,3,social sciences and law,326
25018,Navolato,4,Business Administration,414
25018,Navolato,6,Technology of the information and communication,305
26002,Agua Prieta,1,Education,57
26002,Agua Prieta,3,social sciences and law,69
26002,Agua Prieta,4,Business Administration,581
26002,Agua Prieta,6,Technology of the information and communication,151
26002,Agua Prieta,7,"Engineering, manufacturing and construction",821
26003,Alamos,4,Business Administration,108
26003,Alamos,7,"Engineering, manufacturing and construction",140
26012,Bácum,4,Business Administration,220
26012,Bácum,5,"natural sciences, mathematics and statistics",250
26012,Bácum,6,Technology of the information and communication,36
26012,Bácum,7,"Engineering, manufacturing and construction",96
26012,Bácum,8,Agriculture and Veterinary,578
26017,Caborca,3,social sciences and law,623
26017,Caborca,4,Business Administration,562
26017,Caborca,7,"Engineering, manufacturing and construction",357
26017,Caborca,9,Health Sciences,270
26018,Cajeme,1,Education,1177
26018,Cajeme,2,Arts and Humanities,886
26018,Cajeme,3,social sciences and law,2134
26018,Cajeme,4,Business Administration,4608
26018,Cajeme,5,"natural sciences, mathematics and statistics",1224
26018,Cajeme,6,Technology of the information and communication,900
26018,Cajeme,7,"Engineering, manufacturing and construction",7404
26018,Cajeme,8,Agriculture and Veterinary,1015
26018,Cajeme,9,Health Sciences,3053
26018,Cajeme,10,Services,855
26019,Cananea,1,Education,62
26019,Cananea,2,Arts and Humanities,1
26019,Cananea,3,social sciences and law,48
26019,Cananea,4,Business Administration,246
26019,Cananea,6,Technology of the information and communication,75
26019,Cananea,7,"Engineering, manufacturing and construction",930
26019,Cananea,10,Services,1
26025,Empalme,1,Education,94
26025,Empalme,4,Business Administration,113
26025,Empalme,7,"Engineering, manufacturing and construction",268
26026,Etchojoa,1,Education,331
26026,Etchojoa,4,Business Administration,62
26026,Etchojoa,6,Technology of the information and communication,57
26026,Etchojoa,7,"Engineering, manufacturing and construction",58
26026,Etchojoa,8,Agriculture and Veterinary,324
26026,Etchojoa,9,Health Sciences,110
26026,Etchojoa,10,Services,40
26029,Guaymas,1,Education,219
26029,Guaymas,2,Arts and Humanities,123
26029,Guaymas,3,social sciences and law,2467
26029,Guaymas,4,Business Administration,1239
26029,Guaymas,5,"natural sciences, mathematics and statistics",9
26029,Guaymas,6,Technology of the information and communication,257
26029,Guaymas,7,"Engineering, manufacturing and construction",1957
26029,Guaymas,8,Agriculture and Veterinary,41
26029,Guaymas,9,Health Sciences,309
26029,Guaymas,10,Services,98
26030,Hermosillo,1,Education,3853
26030,Hermosillo,2,Arts and Humanities,2048
26030,Hermosillo,3,social sciences and law,8838
26030,Hermosillo,4,Business Administration,12069
26030,Hermosillo,5,"natural sciences, mathematics and statistics",2718
26030,Hermosillo,6,Technology of the information and communication,1990
26030,Hermosillo,7,"Engineering, manufacturing and construction",14406
26030,Hermosillo,8,Agriculture and Veterinary,1384
26030,Hermosillo,9,Health Sciences,8783
26030,Hermosillo,10,Services,2286
26033,Huatabampo,4,Business Administration,504
26033,Huatabampo,6,Technology of the information and communication,71
26033,Huatabampo,7,"Engineering, manufacturing and construction",727
26038,Moctezuma,4,Business Administration,325
26038,Moctezuma,5,"natural sciences, mathematics and statistics",136
26038,Moctezuma,6,Technology of the information and communication,87
26038,Moctezuma,7,"Engineering, manufacturing and construction",222
26042,Navojoa,1,Education,1801
26042,Navojoa,2,Arts and Humanities,47
26042,Navojoa,3,social sciences and law,1438
26042,Navojoa,4,Business Administration,1743
26042,Navojoa,6,Technology of the information and communication,375
26042,Navojoa,7,"Engineering, manufacturing and construction",1728
26042,Navojoa,8,Agriculture and Veterinary,264
26042,Navojoa,9,Health Sciences,1481
26042,Navojoa,10,Services,389
26048,Puerto Peñasco,1,Education,118
26048,Puerto Peñasco,3,social sciences and law,53
26048,Puerto Peñasco,4,Business Administration,525
26048,Puerto Peñasco,6,Technology of the information and communication,160
26048,Puerto Peñasco,7,"Engineering, manufacturing and construction",360
26048,Puerto Peñasco,9,Health Sciences,126
26048,Puerto Peñasco,10,Services,127
26050,Rayón,4,Business Administration,261
26050,Rayón,6,Technology of the information and communication,126
26050,Rayón,8,Agriculture and Veterinary,202
26050,Rayón,10,Services,119
26051,Rosario,1,Education,206
26051,Rosario,3,social sciences and law,157
26051,Rosario,4,Business Administration,102
26051,Rosario,6,Technology of the information and communication,46
26051,Rosario,10,Services,27
26055,San Luis Río Colorado,1,Education,220
26055,San Luis Río Colorado,2,Arts and Humanities,26
26055,San Luis Río Colorado,3,social sciences and law,609
26055,San Luis Río Colorado,4,Business Administration,1510
26055,San Luis Río Colorado,6,Technology of the information and communication,266
26055,San Luis Río Colorado,7,"Engineering, manufacturing and construction",751
26055,San Luis Río Colorado,8,Agriculture and Veterinary,231
26055,San Luis Río Colorado,9,Health Sciences,709
26055,San Luis Río Colorado,10,Services,204
26058,Santa Ana,1,Education,73
26058,Santa Ana,3,social sciences and law,59
26058,Santa Ana,4,Business Administration,123
27001,Balancán,1,Education,300
27001,Balancán,3,social sciences and law,20
27001,Balancán,4,Business Administration,565
27001,Balancán,6,Technology of the information and communication,209
27001,Balancán,7,"Engineering, manufacturing and construction",1316
27002,Cárdenas,1,Education,24
27002,Cárdenas,3,social sciences and law,1171
27002,Cárdenas,4,Business Administration,810
27002,Cárdenas,5,"natural sciences, mathematics and statistics",96
27002,Cárdenas,6,Technology of the information and communication,257
27002,Cárdenas,7,"Engineering, manufacturing and construction",1279
27002,Cárdenas,8,Agriculture and Veterinary,462
27002,Cárdenas,9,Health Sciences,846
27002,Cárdenas,10,Services,226
27003,Centla,1,Education,102
27003,Centla,3,social sciences and law,72
27003,Centla,4,Business Administration,502
27003,Centla,5,"natural sciences, mathematics and statistics",47
27003,Centla,6,Technology of the information and communication,281
27003,Centla,7,"Engineering, manufacturing and construction",977
27003,Centla,8,Agriculture and Veterinary,32
27003,Centla,9,Health Sciences,291
27004,Centro,1,Education,5368
27004,Centro,2,Arts and Humanities,2923
27004,Centro,3,social sciences and law,9631
27004,Centro,4,Business Administration,10034
27004,Centro,5,"natural sciences, mathematics and statistics",1387
27004,Centro,6,Technology of the information and communication,1641
27004,Centro,7,"Engineering, manufacturing and construction",9160
27004,Centro,8,Agriculture and Veterinary,1667
27004,Centro,9,Health Sciences,9241
27004,Centro,10,Services,1553
27005,Comalcalco,1,Education,243
27005,Comalcalco,2,Arts and Humanities,85
27005,Comalcalco,3,social sciences and law,679
27005,Comalcalco,4,Business Administration,1210
27005,Comalcalco,6,Technology of the information and communication,363
27005,Comalcalco,7,"Engineering, manufacturing and construction",2500
27005,Comalcalco,9,Health Sciences,2151
27005,Comalcalco,10,Services,426
27006,Cunduacán,1,Education,24
27006,Cunduacán,5,"natural sciences, mathematics and statistics",506
27006,Cunduacán,6,Technology of the information and communication,919
27006,Cunduacán,7,"Engineering, manufacturing and construction",3964
27006,Cunduacán,9,Health Sciences,746
27008,Huimanguillo,1,Education,246
27008,Huimanguillo,3,social sciences and law,234
27008,Huimanguillo,4,Business Administration,430
27008,Huimanguillo,6,Technology of the information and communication,134
27008,Huimanguillo,7,"Engineering, manufacturing and construction",1439
27008,Huimanguillo,8,Agriculture and Veterinary,51
27008,Huimanguillo,9,Health Sciences,107
27008,Huimanguillo,10,Services,24
27010,Jalpa de Méndez,5,"natural sciences, mathematics and statistics",409
27010,Jalpa de Méndez,7,"Engineering, manufacturing and construction",236
27010,Jalpa de Méndez,9,Health Sciences,567
27012,Macuspana,3,social sciences and law,73
27012,Macuspana,4,Business Administration,217
27012,Macuspana,6,Technology of the information and communication,146
27012,Macuspana,7,"Engineering, manufacturing and construction",868
27013,Nacajuca,4,Business Administration,266
27013,Nacajuca,5,"natural sciences, mathematics and statistics",157
27013,Nacajuca,7,"Engineering, manufacturing and construction",772
27014,Paraíso,1,Education,135
27014,Paraíso,3,social sciences and law,111
27014,Paraíso,4,Business Administration,607
27014,Paraíso,7,"Engineering, manufacturing and construction",937
27014,Paraíso,8,Agriculture and Veterinary,67
27014,Paraíso,9,Health Sciences,228
27014,Paraíso,10,Services,118
27015,Tacotalpa,2,Arts and Humanities,72
27015,Tacotalpa,3,social sciences and law,71
27015,Tacotalpa,4,Business Administration,47
27015,Tacotalpa,5,"natural sciences, mathematics and statistics",43
27015,Tacotalpa,9,Health Sciences,270
27016,Teapa,4,Business Administration,285
27016,Teapa,6,Technology of the information and communication,177
27016,Teapa,7,"Engineering, manufacturing and construction",756
27016,Teapa,8,Agriculture and Veterinary,318
27016,Teapa,10,Services,6
27017,Tenosique,3,social sciences and law,244
27017,Tenosique,4,Business Administration,555
27017,Tenosique,5,"natural sciences, mathematics and statistics",101
27017,Tenosique,6,Technology of the information and communication,139
27017,Tenosique,7,"Engineering, manufacturing and construction",79
27017,Tenosique,8,Agriculture and Veterinary,73
27017,Tenosique,9,Health Sciences,392
28001,Abasolo,1,Education,128
28001,Abasolo,3,social sciences and law,106
28001,Abasolo,4,Business Administration,453
28001,Abasolo,7,"Engineering, manufacturing and construction",1224
28001,Abasolo,8,Agriculture and Veterinary,263
28003,Altamira,1,Education,189
28003,Altamira,2,Arts and Humanities,177
28003,Altamira,3,social sciences and law,185
28003,Altamira,4,Business Administration,2432
28003,Altamira,5,"natural sciences, mathematics and statistics",263
28003,Altamira,6,Technology of the information and communication,603
28003,Altamira,7,"Engineering, manufacturing and construction",4207
28003,Altamira,8,Agriculture and Veterinary,380
28003,Altamira,9,Health Sciences,183
28003,Altamira,10,Services,63
28007,Camargo,1,Education,275
28007,Camargo,3,social sciences and law,153
28007,Camargo,4,Business Administration,514
28007,Camargo,7,"Engineering, manufacturing and construction",544
28007,Camargo,8,Agriculture and Veterinary,246
28007,Camargo,10,Services,60
28009,Ciudad Madero,1,Education,733
28009,Ciudad Madero,2,Arts and Humanities,1
28009,Ciudad Madero,3,social sciences and law,229
28009,Ciudad Madero,4,Business Administration,883
28009,Ciudad Madero,5,"natural sciences, mathematics and statistics",550
28009,Ciudad Madero,6,Technology of the information and communication,586
28009,Ciudad Madero,7,"Engineering, manufacturing and construction",5775
28009,Ciudad Madero,9,Health Sciences,57
28013,Güémez,1,Education,275
28014,Guerrero,4,Business Administration,2
28015,Gustavo Díaz Ordaz,2,Arts and Humanities,23
28015,Gustavo Díaz Ordaz,3,social sciences and law,75
28015,Gustavo Díaz Ordaz,4,Business Administration,66
28015,Gustavo Díaz Ordaz,6,Technology of the information and communication,11
28015,Gustavo Díaz Ordaz,7,"Engineering, manufacturing and construction",28
28016,Hidalgo,1,Education,109
28016,Hidalgo,3,social sciences and law,2
28016,Hidalgo,4,Business Administration,411
28016,Hidalgo,5,"natural sciences, mathematics and statistics",115
28016,Hidalgo,6,Technology of the information and communication,358
28016,Hidalgo,7,"Engineering, manufacturing and construction",1344
28016,Hidalgo,10,Services,92
28017,Jaumave,1,Education,232
28018,Jiménez,4,Business Administration,379
28018,Jiménez,6,Technology of the information and communication,95
28018,Jiménez,7,"Engineering, manufacturing and construction",435
28021,El Mante,1,Education,189
28021,El Mante,2,Arts and Humanities,22
28021,El Mante,3,social sciences and law,372
28021,El Mante,4,Business Administration,860
28021,El Mante,6,Technology of the information and communication,464
28021,El Mante,7,"Engineering, manufacturing and construction",763
28021,El Mante,8,Agriculture and Veterinary,434
28021,El Mante,9,Health Sciences,1467
28022,Matamoros,1,Education,1103
28022,Matamoros,2,Arts and Humanities,183
28022,Matamoros,3,social sciences and law,2149
28022,Matamoros,4,Business Administration,5577
28022,Matamoros,6,Technology of the information and communication,819
28022,Matamoros,7,"Engineering, manufacturing and construction",6229
28022,Matamoros,8,Agriculture and Veterinary,82
28022,Matamoros,9,Health Sciences,4779
28022,Matamoros,10,Services,306
28025,Miguel Alemán,1,Education,114
28025,Miguel Alemán,3,social sciences and law,18
28025,Miguel Alemán,4,Business Administration,187
28025,Miguel Alemán,6,Technology of the information and communication,130
28025,Miguel Alemán,7,"Engineering, manufacturing and construction",194
28027,Nuevo Laredo,1,Education,640
28027,Nuevo Laredo,3,social sciences and law,1013
28027,Nuevo Laredo,4,Business Administration,6829
28027,Nuevo Laredo,6,Technology of the information and communication,899
28027,Nuevo Laredo,7,"Engineering, manufacturing and construction",2877
28027,Nuevo Laredo,8,Agriculture and Veterinary,68
28027,Nuevo Laredo,9,Health Sciences,1358
28027,Nuevo Laredo,10,Services,158
28032,Reynosa,1,Education,1445
28032,Reynosa,2,Arts and Humanities,288
28032,Reynosa,3,social sciences and law,3114
28032,Reynosa,4,Business Administration,8576
28032,Reynosa,5,"natural sciences, mathematics and statistics",9
28032,Reynosa,6,Technology of the information and communication,1701
28032,Reynosa,7,"Engineering, manufacturing and construction",10169
28032,Reynosa,8,Agriculture and Veterinary,105
28032,Reynosa,9,Health Sciences,5036
28032,Reynosa,10,Services,60
28033,Río Bravo,1,Education,295
28033,Río Bravo,2,Arts and Humanities,33
28033,Río Bravo,3,social sciences and law,45
28033,Río Bravo,4,Business Administration,497
28033,Río Bravo,6,Technology of the information and communication,64
28033,Río Bravo,7,"Engineering, manufacturing and construction",415
28035,San Fernando,3,social sciences and law,30
28035,San Fernando,4,Business Administration,43
28035,San Fernando,6,Technology of the information and communication,6
28035,San Fernando,7,"Engineering, manufacturing and construction",50
28037,Soto la Marina,3,social sciences and law,22
28037,Soto la Marina,4,Business Administration,61
28037,Soto la Marina,6,Technology of the information and communication,21
28037,Soto la Marina,8,Agriculture and Veterinary,109
28037,Soto la Marina,10,Services,83
28038,Tampico,1,Education,1858
28038,Tampico,2,Arts and Humanities,1578
28038,Tampico,3,social sciences and law,3639
28038,Tampico,4,Business Administration,5756
28038,Tampico,5,"natural sciences, mathematics and statistics",162
28038,Tampico,6,Technology of the information and communication,539
28038,Tampico,7,"Engineering, manufacturing and construction",3274
28038,Tampico,8,Agriculture and Veterinary,218
28038,Tampico,9,Health Sciences,9308
28038,Tampico,10,Services,704
28040,Valle Hermoso,1,Education,238
28040,Valle Hermoso,2,Arts and Humanities,1
28040,Valle Hermoso,3,social sciences and law,92
28040,Valle Hermoso,4,Business Administration,515
28040,Valle Hermoso,6,Technology of the information and communication,39
28040,Valle Hermoso,7,"Engineering, manufacturing and construction",330
28040,Valle Hermoso,9,Health Sciences,20
28041,Victoria,1,Education,2802
28041,Victoria,2,Arts and Humanities,420
28041,Victoria,3,social sciences and law,5099
28041,Victoria,4,Business Administration,3796
28041,Victoria,5,"natural sciences, mathematics and statistics",486
28041,Victoria,6,Technology of the information and communication,1554
28041,Victoria,7,"Engineering, manufacturing and construction",3634
28041,Victoria,8,Agriculture and Veterinary,895
28041,Victoria,9,Health Sciences,4024
28041,Victoria,10,Services,831
28042,Villagrán,4,Business Administration,66
28042,Villagrán,7,"Engineering, manufacturing and construction",223
29002,Apetatitlán de Antonio Carvajal,1,Education,391
29002,Apetatitlán de Antonio Carvajal,3,social sciences and law,27
29002,Apetatitlán de Antonio Carvajal,4,Business Administration,17
29002,Apetatitlán de Antonio Carvajal,10,Services,11
29005,Apizaco,1,Education,37
29005,Apizaco,3,social sciences and law,335
29005,Apizaco,4,Business Administration,36
29005,Apizaco,5,"natural sciences, mathematics and statistics",114
29005,Apizaco,6,Technology of the information and communication,326
29005,Apizaco,7,"Engineering, manufacturing and construction",435
29005,Apizaco,9,Health Sciences,853
29005,Apizaco,10,Services,139
29010,Chiautempan,1,Education,27
29010,Chiautempan,2,Arts and Humanities,28
29010,Chiautempan,3,social sciences and law,31
29010,Chiautempan,4,Business Administration,30
29013,Huamantla,1,Education,29
29013,Huamantla,2,Arts and Humanities,68
29013,Huamantla,3,social sciences and law,24
29013,Huamantla,4,Business Administration,894
29013,Huamantla,6,Technology of the information and communication,230
29013,Huamantla,7,"Engineering, manufacturing and construction",1501
29014,Hueyotlipan,6,Technology of the information and communication,103
29014,Hueyotlipan,8,Agriculture and Veterinary,181
29014,Hueyotlipan,10,Services,374
29015,Ixtacuixtla de Mariano Matamoros,4,Business Administration,107
29015,Ixtacuixtla de Mariano Matamoros,5,"natural sciences, mathematics and statistics",211
29015,Ixtacuixtla de Mariano Matamoros,6,Technology of the information and communication,120
29015,Ixtacuixtla de Mariano Matamoros,7,"Engineering, manufacturing and construction",170
29015,Ixtacuixtla de Mariano Matamoros,8,Agriculture and Veterinary,1000
29015,Ixtacuixtla de Mariano Matamoros,9,Health Sciences,109
29018,Contla de Juan Cuamatzi,2,Arts and Humanities,274
29018,Contla de Juan Cuamatzi,4,Business Administration,2
29018,Contla de Juan Cuamatzi,7,"Engineering, manufacturing and construction",629
29019,Tepetitla de Lardizábal,5,"natural sciences, mathematics and statistics",98
29024,Panotla,1,Education,453
29026,Santa Cruz Tlaxcala,1,Education,13
29026,Santa Cruz Tlaxcala,3,social sciences and law,42
29026,Santa Cruz Tlaxcala,7,"Engineering, manufacturing and construction",61
29026,Santa Cruz Tlaxcala,10,Services,68
29027,Tenancingo,1,Education,897
29027,Tenancingo,2,Arts and Humanities,119
29027,Tenancingo,3,social sciences and law,433
29027,Tenancingo,4,Business Administration,86
29027,Tenancingo,6,Technology of the information and communication,26
29027,Tenancingo,7,"Engineering, manufacturing and construction",43
29027,Tenancingo,8,Agriculture and Veterinary,122
29027,Tenancingo,9,Health Sciences,597
29027,Tenancingo,10,Services,498
29029,Tepeyanco,4,Business Administration,790
29029,Tepeyanco,5,"natural sciences, mathematics and statistics",551
29029,Tepeyanco,6,Technology of the information and communication,643
29029,Tepeyanco,7,"Engineering, manufacturing and construction",3326
29033,Tlaxcala,1,Education,2304
29033,Tlaxcala,2,Arts and Humanities,358
29033,Tlaxcala,3,social sciences and law,6564
29033,Tlaxcala,4,Business Administration,2660
29033,Tlaxcala,5,"natural sciences, mathematics and statistics",98
29033,Tlaxcala,6,Technology of the information and communication,14
29033,Tlaxcala,7,"Engineering, manufacturing and construction",86
29033,Tlaxcala,9,Health Sciences,1454
29033,Tlaxcala,10,Services,85
29034,Tlaxco,4,Business Administration,548
29034,Tlaxco,7,"Engineering, manufacturing and construction",415
29036,Totolac,1,Education,43
29036,Totolac,3,social sciences and law,4
29036,Totolac,4,Business Administration,4
29038,Tzompantepec,1,Education,8
29038,Tzompantepec,2,Arts and Humanities,73
29038,Tzompantepec,3,social sciences and law,288
29038,Tzompantepec,4,Business Administration,1342
29038,Tzompantepec,6,Technology of the information and communication,475
29038,Tzompantepec,7,"Engineering, manufacturing and construction",3377
29043,Yauhquemehcan,3,social sciences and law,40
29043,Yauhquemehcan,4,Business Administration,39
29044,Zacatelco,3,social sciences and law,373
29044,Zacatelco,4,Business Administration,127
29044,Zacatelco,9,Health Sciences,2871
29047,Lázaro Cárdenas,1,Education,507
29047,Lázaro Cárdenas,2,Arts and Humanities,114
29047,Lázaro Cárdenas,3,social sciences and law,435
29047,Lázaro Cárdenas,4,Business Administration,1508
29047,Lázaro Cárdenas,6,Technology of the information and communication,282
29047,Lázaro Cárdenas,7,"Engineering, manufacturing and construction",1536
29047,Lázaro Cárdenas,9,Health Sciences,78
29047,Lázaro Cárdenas,10,Services,574
29057,Santa Apolonia Teacalco,1,Education,143
30002,Acatlán,1,Education,410
30002,Acatlán,3,social sciences and law,46
30002,Acatlán,4,Business Administration,349
30002,Acatlán,6,Technology of the information and communication,226
30002,Acatlán,7,"Engineering, manufacturing and construction",322
30003,Acayucan,1,Education,132
30003,Acayucan,3,social sciences and law,254
30003,Acayucan,4,Business Administration,1554
30003,Acayucan,6,Technology of the information and communication,487
30003,Acayucan,7,"Engineering, manufacturing and construction",2462
30003,Acayucan,8,Agriculture and Veterinary,431
30004,Actopan,1,Education,47
30004,Actopan,2,Arts and Humanities,458
30004,Actopan,3,social sciences and law,1059
30004,Actopan,4,Business Administration,192
30010,Altotonga,2,Arts and Humanities,31
30010,Altotonga,4,Business Administration,175
30010,Altotonga,6,Technology of the information and communication,38
30010,Altotonga,7,"Engineering, manufacturing and construction",67
30010,Altotonga,8,Agriculture and Veterinary,27
30010,Altotonga,10,Services,50
30011,Alvarado,4,Business Administration,1137
30011,Alvarado,6,Technology of the information and communication,518
30011,Alvarado,7,"Engineering, manufacturing and construction",2085
30011,Alvarado,10,Services,208
30013,Naranjos Amatlán,1,Education,190
30013,Naranjos Amatlán,4,Business Administration,592
30013,Naranjos Amatlán,6,Technology of the information and communication,177
30013,Naranjos Amatlán,7,"Engineering, manufacturing and construction",470
30014,Amatlán de los Reyes,5,"natural sciences, mathematics and statistics",312
30014,Amatlán de los Reyes,8,Agriculture and Veterinary,492
30016,La Antigua,1,Education,53
30016,La Antigua,3,social sciences and law,31
30016,La Antigua,4,Business Administration,57
30016,La Antigua,6,Technology of the information and communication,9
30026,Banderilla,1,Education,677
30026,Banderilla,3,social sciences and law,339
30026,Banderilla,4,Business Administration,1004
30026,Banderilla,6,Technology of the information and communication,24
30026,Banderilla,7,"Engineering, manufacturing and construction",19
30026,Banderilla,9,Health Sciences,134
30028,Boca del Río,1,Education,1351
30028,Boca del Río,2,Arts and Humanities,235
30028,Boca del Río,3,social sciences and law,2364
30028,Boca del Río,4,Business Administration,3116
30028,Boca del Río,5,"natural sciences, mathematics and statistics",428
30028,Boca del Río,6,Technology of the information and communication,423
30028,Boca del Río,7,"Engineering, manufacturing and construction",4635
30028,Boca del Río,8,Agriculture and Veterinary,150
30028,Boca del Río,9,Health Sciences,2488
30028,Boca del Río,10,Services,330
30030,Camerino Z. Mendoza,1,Education,925
30030,Camerino Z. Mendoza,2,Arts and Humanities,34
30030,Camerino Z. Mendoza,3,social sciences and law,456
30030,Camerino Z. Mendoza,4,Business Administration,133
30030,Camerino Z. Mendoza,6,Technology of the information and communication,7
30030,Camerino Z. Mendoza,7,"Engineering, manufacturing and construction",194
30030,Camerino Z. Mendoza,8,Agriculture and Veterinary,3
30030,Camerino Z. Mendoza,9,Health Sciences,921
30034,Cerro Azul,1,Education,52
30034,Cerro Azul,3,social sciences and law,32
30034,Cerro Azul,4,Business Administration,594
30034,Cerro Azul,6,Technology of the information and communication,218
30034,Cerro Azul,7,"Engineering, manufacturing and construction",1768
30038,Coatepec,1,Education,67
30038,Coatepec,2,Arts and Humanities,8
30038,Coatepec,3,social sciences and law,102
30038,Coatepec,4,Business Administration,23
30038,Coatepec,7,"Engineering, manufacturing and construction",68
30038,Coatepec,9,Health Sciences,279
30038,Coatepec,10,Services,60
30039,Coatzacoalcos,1,Education,1328
30039,Coatzacoalcos,2,Arts and Humanities,585
30039,Coatzacoalcos,3,social sciences and law,1970
30039,Coatzacoalcos,4,Business Administration,4056
30039,Coatzacoalcos,5,"natural sciences, mathematics and statistics",129
30039,Coatzacoalcos,6,Technology of the information and communication,708
30039,Coatzacoalcos,7,"Engineering, manufacturing and construction",6289
30039,Coatzacoalcos,9,Health Sciences,1591
30039,Coatzacoalcos,10,Services,394
30044,Córdoba,1,Education,718
30044,Córdoba,2,Arts and Humanities,161
30044,Córdoba,3,social sciences and law,782
30044,Córdoba,4,Business Administration,879
30044,Córdoba,5,"natural sciences, mathematics and statistics",16
30044,Córdoba,6,Technology of the information and communication,84
30044,Córdoba,7,"Engineering, manufacturing and construction",712
30044,Córdoba,10,Services,104
30045,Cosamaloapan de Carpio,1,Education,227
30045,Cosamaloapan de Carpio,3,social sciences and law,96
30045,Cosamaloapan de Carpio,4,Business Administration,887
30045,Cosamaloapan de Carpio,6,Technology of the information and communication,275
30045,Cosamaloapan de Carpio,7,"Engineering, manufacturing and construction",1053
30045,Cosamaloapan de Carpio,8,Agriculture and Veterinary,137
30047,Coscomatepec,1,Education,90
30047,Coscomatepec,3,social sciences and law,188
30047,Coscomatepec,4,Business Administration,55
30053,Cuitláhuac,4,Business Administration,1142
30053,Cuitláhuac,5,"natural sciences, mathematics and statistics",90
30053,Cuitláhuac,6,Technology of the information and communication,441
30053,Cuitláhuac,7,"Engineering, manufacturing and construction",2820
30053,Cuitláhuac,8,Agriculture and Veterinary,202
30053,Cuitláhuac,10,Services,1341
30055,Chalma,1,Education,38
30058,Chicontepec,1,Education,121
30058,Chicontepec,3,social sciences and law,153
30058,Chicontepec,4,Business Administration,274
30058,Chicontepec,6,Technology of the information and communication,185
30061,Las Choapas,4,Business Administration,477
30061,Las Choapas,5,"natural sciences, mathematics and statistics",26
30061,Las Choapas,6,Technology of the information and communication,192
30061,Las Choapas,7,"Engineering, manufacturing and construction",1117
30061,Las Choapas,8,Agriculture and Veterinary,59
30065,Emiliano Zapata,1,Education,414
30065,Emiliano Zapata,2,Arts and Humanities,448
30065,Emiliano Zapata,3,social sciences and law,314
30065,Emiliano Zapata,4,Business Administration,1423
30065,Emiliano Zapata,5,"natural sciences, mathematics and statistics",193
30065,Emiliano Zapata,6,Technology of the information and communication,540
30065,Emiliano Zapata,7,"Engineering, manufacturing and construction",1580
30065,Emiliano Zapata,9,Health Sciences,533
30065,Emiliano Zapata,10,Services,495
30066,Espinal,3,social sciences and law,96
30068,Fortín,1,Education,93
30068,Fortín,2,Arts and Humanities,108
30068,Fortín,3,social sciences and law,245
30068,Fortín,4,Business Administration,47
30068,Fortín,9,Health Sciences,145
30068,Fortín,10,Services,8
30069,Gutiérrez Zamora,2,Arts and Humanities,8
30069,Gutiérrez Zamora,4,Business Administration,654
30069,Gutiérrez Zamora,5,"natural sciences, mathematics and statistics",11
30069,Gutiérrez Zamora,6,Technology of the information and communication,132
30069,Gutiérrez Zamora,7,"Engineering, manufacturing and construction",455
30069,Gutiérrez Zamora,8,Agriculture and Veterinary,108
30069,Gutiérrez Zamora,10,Services,117
30071,Huatusco,1,Education,71
30071,Huatusco,4,Business Administration,1495
30071,Huatusco,5,"natural sciences, mathematics and statistics",88
30071,Huatusco,6,Technology of the information and communication,312
30071,Huatusco,7,"Engineering, manufacturing and construction",1769
30071,Huatusco,9,Health Sciences,931
30072,Huayacocotla,1,Education,22
30077,Isla,1,Education,29
30077,Isla,3,social sciences and law,17
30077,Isla,4,Business Administration,35
30083,Ixhuatlán de Madero,1,Education,128
30083,Ixhuatlán de Madero,3,social sciences and law,47
30085,Ixtaczoquitlán,2,Arts and Humanities,22
30085,Ixtaczoquitlán,4,Business Administration,1311
30085,Ixtaczoquitlán,6,Technology of the information and communication,295
30085,Ixtaczoquitlán,7,"Engineering, manufacturing and construction",704
30087,Xalapa,1,Education,10334
30087,Xalapa,2,Arts and Humanities,4680
30087,Xalapa,3,social sciences and law,17141
30087,Xalapa,4,Business Administration,13869
30087,Xalapa,5,"natural sciences, mathematics and statistics",2349
30087,Xalapa,6,Technology of the information and communication,3142
30087,Xalapa,7,"Engineering, manufacturing and construction",11431
30087,Xalapa,8,Agriculture and Veterinary,1053
30087,Xalapa,9,Health Sciences,5827
30087,Xalapa,10,Services,1527
30091,Jesús Carranza,4,Business Administration,459
30091,Jesús Carranza,6,Technology of the information and communication,220
